-7.500000000000000000e+00
-7.500000000000000000e+00
-7.500000000000000000e+00
-7.500000000000000000e+00
-7.500000000000000000e+00
-7.500000000000000000e+00
-7.500000000000000000e+00
-7.500000000000000000e+00
-7.500000000000000000e+00
-7.500000000000000000e+00
-7.500000000000000000e+00
-7.500000000000000000e+00
-7.500000000000000000e+00
-7.500000000000000000e+00
-7.500000000000000000e+00
-7.500000000000000000e+00
-7.500000000000000000e+00
-7.500000000000000000e+00
-7.500000000000000000e+00
-7.500000000000000000e+00
-7.500000000000000000e+00
-7.500000000000000000e+00
-7.500000000000000000e+00
-7.500000000000000000e+00
-7.500000000000000000e+00
-7.500000000000000000e+00
-7.500000000000000000e+00
-7.500000000000000000e+00
-7.500000000000000000e+00
-7.500000000000000000e+00
-7.500000000000000000e+00
-5.500000000000000000e+00
-5.500000000000000000e+00
-5.500000000000000000e+00
-5.500000000000000000e+00
-5.500000000000000000e+00
-5.500000000000000000e+00
-5.500000000000000000e+00
-5.500000000000000000e+00
-5.500000000000000000e+00
-5.500000000000000000e+00
-5.500000000000000000e+00
-5.500000000000000000e+00
-5.500000000000000000e+00
-5.500000000000000000e+00
-5.500000000000000000e+00
-5.500000000000000000e+00
-5.500000000000000000e+00
-5.500000000000000000e+00
-5.500000000000000000e+00
-5.500000000000000000e+00
-5.500000000000000000e+00
-5.500000000000000000e+00
-5.500000000000000000e+00
-5.500000000000000000e+00
-5.500000000000000000e+00
-5.500000000000000000e+00
-5.500000000000000000e+00
-5.500000000000000000e+00
-5.500000000000000000e+00
-5.500000000000000000e+00
-5.500000000000000000e+00
-5.500000000000000000e+00
-5.500000000000000000e+00
-5.500000000000000000e+00
-5.500000000000000000e+00
-5.500000000000000000e+00
-5.500000000000000000e+00
-5.500000000000000000e+00
-5.500000000000000000e+00
-5.500000000000000000e+00
-5.500000000000000000e+00
-5.500000000000000000e+00
-5.500000000000000000e+00
-5.500000000000000000e+00
-5.500000000000000000e+00
-5.500000000000000000e+00
-5.500000000000000000e+00
-5.500000000000000000e+00
-5.500000000000000000e+00
-5.500000000000000000e+00
-3.500000000000000000e+00
-3.500000000000000000e+00
-3.500000000000000000e+00
-3.500000000000000000e+00
-3.500000000000000000e+00
-3.500000000000000000e+00
-3.500000000000000000e+00
-3.500000000000000000e+00
-3.500000000000000000e+00
-3.500000000000000000e+00
-3.500000000000000000e+00
-3.500000000000000000e+00
-3.500000000000000000e+00
-3.500000000000000000e+00
-3.500000000000000000e+00
-3.500000000000000000e+00
-3.500000000000000000e+00
-3.500000000000000000e+00
-3.500000000000000000e+00
-3.500000000000000000e+00
-3.500000000000000000e+00
-3.500000000000000000e+00
-3.500000000000000000e+00
-3.500000000000000000e+00
-3.500000000000000000e+00
-3.500000000000000000e+00
-3.500000000000000000e+00
-3.500000000000000000e+00
-3.500000000000000000e+00
-3.500000000000000000e+00
-3.500000000000000000e+00
-3.500000000000000000e+00
-3.500000000000000000e+00
-3.500000000000000000e+00
-3.500000000000000000e+00
-3.500000000000000000e+00
-3.500000000000000000e+00
-3.500000000000000000e+00
-3.500000000000000000e+00
-3.500000000000000000e+00
-3.500000000000000000e+00
-3.500000000000000000e+00
-3.500000000000000000e+00
-3.500000000000000000e+00
-3.500000000000000000e+00
-3.500000000000000000e+00
-3.500000000000000000e+00
-3.500000000000000000e+00
-3.500000000000000000e+00
-3.500000000000000000e+00
-1.500000000000000000e+00
-1.500000000000000000e+00
-1.500000000000000000e+00
-1.500000000000000000e+00
-1.500000000000000000e+00
-1.500000000000000000e+00
-1.500000000000000000e+00
-1.500000000000000000e+00
-1.500000000000000000e+00
-1.500000000000000000e+00
-1.500000000000000000e+00
-1.500000000000000000e+00
-1.500000000000000000e+00
-1.500000000000000000e+00
-1.500000000000000000e+00
-1.500000000000000000e+00
-1.500000000000000000e+00
-1.500000000000000000e+00
-1.500000000000000000e+00
-1.500000000000000000e+00
-1.500000000000000000e+00
-1.500000000000000000e+00
-1.500000000000000000e+00
-1.500000000000000000e+00
-1.500000000000000000e+00
-1.500000000000000000e+00
-1.500000000000000000e+00
-1.500000000000000000e+00
-1.500000000000000000e+00
-1.500000000000000000e+00
-1.500000000000000000e+00
-1.500000000000000000e+00
-1.500000000000000000e+00
-1.500000000000000000e+00
-1.500000000000000000e+00
-1.500000000000000000e+00
-1.500000000000000000e+00
-1.500000000000000000e+00
-1.500000000000000000e+00
-1.500000000000000000e+00
-1.500000000000000000e+00
-1.500000000000000000e+00
-1.500000000000000000e+00
-1.500000000000000000e+00
-1.500000000000000000e+00
-1.500000000000000000e+00
-1.500000000000000000e+00
-1.500000000000000000e+00
-1.500000000000000000e+00
-1.500000000000000000e+00
5.000000000000000000e-01
5.000000000000000000e-01
5.000000000000000000e-01
5.000000000000000000e-01
5.000000000000000000e-01
5.000000000000000000e-01
5.000000000000000000e-01
5.000000000000000000e-01
5.000000000000000000e-01
5.000000000000000000e-01
5.000000000000000000e-01
5.000000000000000000e-01
5.000000000000000000e-01
5.000000000000000000e-01
5.000000000000000000e-01
5.000000000000000000e-01
5.000000000000000000e-01
5.000000000000000000e-01
5.000000000000000000e-01
5.000000000000000000e-01
5.000000000000000000e-01
5.000000000000000000e-01
5.000000000000000000e-01
5.000000000000000000e-01
5.000000000000000000e-01
5.000000000000000000e-01
5.000000000000000000e-01
5.000000000000000000e-01
5.000000000000000000e-01
5.000000000000000000e-01
5.000000000000000000e-01
5.000000000000000000e-01
5.000000000000000000e-01
5.000000000000000000e-01
5.000000000000000000e-01
5.000000000000000000e-01
5.000000000000000000e-01
5.000000000000000000e-01
5.000000000000000000e-01
5.000000000000000000e-01
5.000000000000000000e-01
5.000000000000000000e-01
5.000000000000000000e-01
5.000000000000000000e-01
5.000000000000000000e-01
5.000000000000000000e-01
5.000000000000000000e-01
5.000000000000000000e-01
5.000000000000000000e-01
5.000000000000000000e-01
2.500000000000000000e+00
2.500000000000000000e+00
2.500000000000000000e+00
2.500000000000000000e+00
2.500000000000000000e+00
2.500000000000000000e+00
2.500000000000000000e+00
2.500000000000000000e+00
2.500000000000000000e+00
2.500000000000000000e+00
2.500000000000000000e+00
2.500000000000000000e+00
2.500000000000000000e+00
2.500000000000000000e+00
2.500000000000000000e+00
2.500000000000000000e+00
2.500000000000000000e+00
2.500000000000000000e+00
2.500000000000000000e+00
2.500000000000000000e+00
2.500000000000000000e+00
2.500000000000000000e+00
2.500000000000000000e+00
2.500000000000000000e+00
2.500000000000000000e+00
2.500000000000000000e+00
2.500000000000000000e+00
2.500000000000000000e+00
2.500000000000000000e+00
2.500000000000000000e+00
2.500000000000000000e+00
2.500000000000000000e+00
2.500000000000000000e+00
2.500000000000000000e+00
2.500000000000000000e+00
2.500000000000000000e+00
2.500000000000000000e+00
2.500000000000000000e+00
2.500000000000000000e+00
2.500000000000000000e+00
2.500000000000000000e+00
2.500000000000000000e+00
2.500000000000000000e+00
2.500000000000000000e+00
2.500000000000000000e+00
2.500000000000000000e+00
2.500000000000000000e+00
2.500000000000000000e+00
2.500000000000000000e+00
2.500000000000000000e+00
4.500000000000000000e+00
4.500000000000000000e+00
4.500000000000000000e+00
4.500000000000000000e+00
4.500000000000000000e+00
4.500000000000000000e+00
4.500000000000000000e+00
4.500000000000000000e+00
4.500000000000000000e+00
4.500000000000000000e+00
4.500000000000000000e+00
4.500000000000000000e+00
4.500000000000000000e+00
4.500000000000000000e+00
4.500000000000000000e+00
4.500000000000000000e+00
4.500000000000000000e+00
4.500000000000000000e+00
4.500000000000000000e+00
4.500000000000000000e+00
4.500000000000000000e+00
4.500000000000000000e+00
4.500000000000000000e+00
4.500000000000000000e+00
4.500000000000000000e+00
4.500000000000000000e+00
4.500000000000000000e+00
4.500000000000000000e+00
4.500000000000000000e+00
4.500000000000000000e+00
4.500000000000000000e+00
4.500000000000000000e+00
4.500000000000000000e+00
4.500000000000000000e+00
4.500000000000000000e+00
4.500000000000000000e+00
4.500000000000000000e+00
4.500000000000000000e+00
4.500000000000000000e+00
4.500000000000000000e+00
4.500000000000000000e+00
4.500000000000000000e+00
4.500000000000000000e+00
4.500000000000000000e+00
4.500000000000000000e+00
4.500000000000000000e+00
4.500000000000000000e+00
4.500000000000000000e+00
4.500000000000000000e+00
4.500000000000000000e+00
6.500000000000000000e+00
6.500000000000000000e+00
6.500000000000000000e+00
6.500000000000000000e+00
6.500000000000000000e+00
6.500000000000000000e+00
6.500000000000000000e+00
6.500000000000000000e+00
6.500000000000000000e+00
6.500000000000000000e+00
6.500000000000000000e+00
6.500000000000000000e+00
6.500000000000000000e+00
6.500000000000000000e+00
6.500000000000000000e+00
6.500000000000000000e+00
6.500000000000000000e+00
6.500000000000000000e+00
6.500000000000000000e+00
6.500000000000000000e+00
6.500000000000000000e+00
6.500000000000000000e+00
6.500000000000000000e+00
6.500000000000000000e+00
6.500000000000000000e+00
6.500000000000000000e+00
6.500000000000000000e+00
6.500000000000000000e+00
6.500000000000000000e+00
6.500000000000000000e+00
6.500000000000000000e+00
6.500000000000000000e+00
6.500000000000000000e+00
6.500000000000000000e+00
6.500000000000000000e+00
6.500000000000000000e+00
6.500000000000000000e+00
6.500000000000000000e+00
6.500000000000000000e+00
6.500000000000000000e+00
6.500000000000000000e+00
6.500000000000000000e+00
6.500000000000000000e+00
6.500000000000000000e+00
6.500000000000000000e+00
6.500000000000000000e+00
6.500000000000000000e+00
6.500000000000000000e+00
6.500000000000000000e+00
6.500000000000000000e+00
8.500000000000000000e+00
8.500000000000000000e+00
8.500000000000000000e+00
8.500000000000000000e+00
8.500000000000000000e+00
8.500000000000000000e+00
8.500000000000000000e+00
8.500000000000000000e+00
8.500000000000000000e+00
8.500000000000000000e+00
8.500000000000000000e+00
8.500000000000000000e+00
8.500000000000000000e+00
8.500000000000000000e+00
8.500000000000000000e+00
8.500000000000000000e+00
8.500000000000000000e+00
8.500000000000000000e+00
8.500000000000000000e+00
8.500000000000000000e+00
8.500000000000000000e+00
8.500000000000000000e+00
8.500000000000000000e+00
8.500000000000000000e+00
8.500000000000000000e+00
8.500000000000000000e+00
8.500000000000000000e+00
8.500000000000000000e+00
8.500000000000000000e+00
8.500000000000000000e+00
8.500000000000000000e+00
8.500000000000000000e+00
8.500000000000000000e+00
8.500000000000000000e+00
8.500000000000000000e+00
8.500000000000000000e+00
8.500000000000000000e+00
8.500000000000000000e+00
8.500000000000000000e+00
8.500000000000000000e+00
8.500000000000000000e+00
8.500000000000000000e+00
8.500000000000000000e+00
8.500000000000000000e+00
8.500000000000000000e+00
8.500000000000000000e+00
8.500000000000000000e+00
8.500000000000000000e+00
8.500000000000000000e+00
8.500000000000000000e+00
1.050000000000000000e+01
1.050000000000000000e+01
1.050000000000000000e+01
1.050000000000000000e+01
1.050000000000000000e+01
1.050000000000000000e+01
1.050000000000000000e+01
1.050000000000000000e+01
1.050000000000000000e+01
1.050000000000000000e+01
1.050000000000000000e+01
1.050000000000000000e+01
1.050000000000000000e+01
1.050000000000000000e+01
1.050000000000000000e+01
1.050000000000000000e+01
1.050000000000000000e+01
1.050000000000000000e+01
1.050000000000000000e+01
1.050000000000000000e+01
1.050000000000000000e+01
1.050000000000000000e+01
1.050000000000000000e+01
1.050000000000000000e+01
1.050000000000000000e+01
1.050000000000000000e+01
1.050000000000000000e+01
1.050000000000000000e+01
1.050000000000000000e+01
1.050000000000000000e+01
1.050000000000000000e+01
1.050000000000000000e+01
1.050000000000000000e+01
1.050000000000000000e+01
1.050000000000000000e+01
1.050000000000000000e+01
1.050000000000000000e+01
1.050000000000000000e+01
1.050000000000000000e+01
1.050000000000000000e+01
1.050000000000000000e+01
1.050000000000000000e+01
1.050000000000000000e+01
1.050000000000000000e+01
1.050000000000000000e+01
1.050000000000000000e+01
1.050000000000000000e+01
1.050000000000000000e+01
1.050000000000000000e+01
1.050000000000000000e+01
1.250000000000000000e+01
1.250000000000000000e+01
1.250000000000000000e+01
1.250000000000000000e+01
1.250000000000000000e+01
1.250000000000000000e+01
1.250000000000000000e+01
1.250000000000000000e+01
1.250000000000000000e+01
1.250000000000000000e+01
1.250000000000000000e+01
1.250000000000000000e+01
1.250000000000000000e+01
1.250000000000000000e+01
1.250000000000000000e+01
1.250000000000000000e+01
1.250000000000000000e+01
1.250000000000000000e+01
1.250000000000000000e+01
1.250000000000000000e+01
1.250000000000000000e+01
1.250000000000000000e+01
1.250000000000000000e+01
1.250000000000000000e+01
1.250000000000000000e+01
1.250000000000000000e+01
1.250000000000000000e+01
1.250000000000000000e+01
1.250000000000000000e+01
1.250000000000000000e+01
1.250000000000000000e+01
1.250000000000000000e+01
1.250000000000000000e+01
1.250000000000000000e+01
1.250000000000000000e+01
1.250000000000000000e+01
1.250000000000000000e+01
1.250000000000000000e+01
1.250000000000000000e+01
1.250000000000000000e+01
1.250000000000000000e+01
1.250000000000000000e+01
1.250000000000000000e+01
1.250000000000000000e+01
1.250000000000000000e+01
1.250000000000000000e+01
1.250000000000000000e+01
1.250000000000000000e+01
1.250000000000000000e+01
1.250000000000000000e+01
1.450000000000000000e+01
1.450000000000000000e+01
1.450000000000000000e+01
1.450000000000000000e+01
1.450000000000000000e+01
1.450000000000000000e+01
1.450000000000000000e+01
1.450000000000000000e+01
1.450000000000000000e+01
1.450000000000000000e+01
1.450000000000000000e+01
1.450000000000000000e+01
1.450000000000000000e+01
1.450000000000000000e+01
1.450000000000000000e+01
1.450000000000000000e+01
1.450000000000000000e+01
1.450000000000000000e+01
1.450000000000000000e+01
1.450000000000000000e+01
1.450000000000000000e+01
1.450000000000000000e+01
1.450000000000000000e+01
1.450000000000000000e+01
1.450000000000000000e+01
1.450000000000000000e+01
1.450000000000000000e+01
1.450000000000000000e+01
1.450000000000000000e+01
1.450000000000000000e+01
1.450000000000000000e+01
1.450000000000000000e+01
1.450000000000000000e+01
1.450000000000000000e+01
1.450000000000000000e+01
1.450000000000000000e+01
1.450000000000000000e+01
1.450000000000000000e+01
1.450000000000000000e+01
1.450000000000000000e+01
1.450000000000000000e+01
1.450000000000000000e+01
1.450000000000000000e+01
1.450000000000000000e+01
1.450000000000000000e+01
1.450000000000000000e+01
1.450000000000000000e+01
1.450000000000000000e+01
1.450000000000000000e+01
1.450000000000000000e+01
1.650000000000000000e+01
1.650000000000000000e+01
1.650000000000000000e+01
1.650000000000000000e+01
1.650000000000000000e+01
1.650000000000000000e+01
1.650000000000000000e+01
1.650000000000000000e+01
1.650000000000000000e+01
1.650000000000000000e+01
1.650000000000000000e+01
1.650000000000000000e+01
1.650000000000000000e+01
1.650000000000000000e+01
1.650000000000000000e+01
1.650000000000000000e+01
1.650000000000000000e+01
1.650000000000000000e+01
1.650000000000000000e+01
1.650000000000000000e+01
1.650000000000000000e+01
1.650000000000000000e+01
1.650000000000000000e+01
1.650000000000000000e+01
1.650000000000000000e+01
1.650000000000000000e+01
1.650000000000000000e+01
1.650000000000000000e+01
1.650000000000000000e+01
1.650000000000000000e+01
1.650000000000000000e+01
1.650000000000000000e+01
1.650000000000000000e+01
1.650000000000000000e+01
1.650000000000000000e+01
1.650000000000000000e+01
1.650000000000000000e+01
1.650000000000000000e+01
1.650000000000000000e+01
1.650000000000000000e+01
1.650000000000000000e+01
1.650000000000000000e+01
1.650000000000000000e+01
1.650000000000000000e+01
1.650000000000000000e+01
1.650000000000000000e+01
1.650000000000000000e+01
1.650000000000000000e+01
1.650000000000000000e+01
1.650000000000000000e+01
1.850000000000000000e+01
1.850000000000000000e+01
1.850000000000000000e+01
1.850000000000000000e+01
1.850000000000000000e+01
1.850000000000000000e+01
1.850000000000000000e+01
1.850000000000000000e+01
1.850000000000000000e+01
1.850000000000000000e+01
1.850000000000000000e+01
1.850000000000000000e+01
1.850000000000000000e+01
1.850000000000000000e+01
1.850000000000000000e+01
1.850000000000000000e+01
1.850000000000000000e+01
1.850000000000000000e+01
1.850000000000000000e+01
1.850000000000000000e+01
1.850000000000000000e+01
1.850000000000000000e+01
1.850000000000000000e+01
1.850000000000000000e+01
1.850000000000000000e+01
1.850000000000000000e+01
1.850000000000000000e+01
1.850000000000000000e+01
1.850000000000000000e+01
1.850000000000000000e+01
1.850000000000000000e+01
1.850000000000000000e+01
1.850000000000000000e+01
1.850000000000000000e+01
1.850000000000000000e+01
1.850000000000000000e+01
1.850000000000000000e+01
1.850000000000000000e+01
1.850000000000000000e+01
1.850000000000000000e+01
1.850000000000000000e+01
1.850000000000000000e+01
1.850000000000000000e+01
1.850000000000000000e+01
1.850000000000000000e+01
1.850000000000000000e+01
1.850000000000000000e+01
1.850000000000000000e+01
1.850000000000000000e+01
1.850000000000000000e+01
